date,temperature,humidite,pression,vent,precipitations,mois,annee,saison
2020-12-19,22.0,19.0,1013.2,28.7,0.0,12,2020,Saison sèche
2020-12-20,18.1,25.9,1012.3,25.4,0.0,12,2020,Saison sèche
2020-12-21,23.3,19.0,1012.0,18.0,0.0,12,2020,Saison sèche
2020-12-22,25.5,25.2,1016.4,21.7,0.0,12,2020,Saison sèche
2020-12-23,21.0,12.9,1009.0,14.1,0.0,12,2020,Saison sèche
2020-12-24,23.5,29.1,1009.4,26.5,0.0,12,2020,Saison sèche
2020-12-25,21.6,26.2,1015.8,26.5,0.0,12,2020,Saison sèche
2020-12-26,22.1,17.9,1008.3,18.4,0.0,12,2020,Saison sèche
2020-12-27,22.3,17.1,1012.3,22.4,0.0,12,2020,Saison sèche
2020-12-28,22.2,19.8,1012.9,24.2,0.0,12,2020,Saison sèche
2020-12-29,20.1,36.3,1012.4,22.1,0.0,12,2020,Saison sèche
2020-12-30,24.6,26.9,1014.5,23.4,0.0,12,2020,Saison sèche
2020-12-31,21.3,27.9,1010.3,22.5,0.0,12,2020,Saison sèche
2021-01-01,21.9,23.3,1012.7,12.6,0.0,1,2021,Saison sèche
2021-01-02,20.6,25.7,1013.3,16.9,0.0,1,2021,Saison sèche
2021-01-03,25.2,18.1,1014.9,24.1,0.0,1,2021,Saison sèche
2021-01-04,20.4,39.2,1010.6,26.6,0.0,1,2021,Saison sèche
2021-01-05,24.5,19.6,1015.8,20.7,0.0,1,2021,Saison sèche
2021-01-06,22.7,27.1,1012.7,26.1,0.0,1,2021,Saison sèche
2021-01-07,24.0,11.0,1015.6,13.7,0.0,1,2021,Saison sèche
2021-01-08,24.6,34.0,1010.8,19.9,0.0,1,2021,Saison sèche
2021-01-09,19.2,23.3,1012.4,25.9,0.0,1,2021,Saison sèche
2021-01-10,25.3,36.2,1011.9,21.0,0.0,1,2021,Saison sèche
2021-01-11,17.8,18.6,1014.9,30.1,0.0,1,2021,Saison sèche
2021-01-12,18.9,20.3,1012.9,23.4,0.0,1,2021,Saison sèche
2021-01-13,20.0,28.4,1012.1,21.9,0.0,1,2021,Saison sèche
2021-01-14,23.4,25.1,1012.1,21.5,0.0,1,2021,Saison sèche
2021-01-15,21.8,22.0,1012.5,30.0,0.0,1,2021,Saison sèche
2021-01-16,23.4,22.6,1014.4,20.3,0.0,1,2021,Saison sèche
2021-01-17,24.9,28.0,1012.8,24.2,0.0,1,2021,Saison sèche
2021-01-18,18.1,16.0,1010.6,22.7,0.0,1,2021,Saison sèche
2021-01-19,26.3,42.9,1014.3,24.5,0.0,1,2021,Saison sèche
2021-01-20,17.5,20.7,1011.4,18.9,0.0,1,2021,Saison sèche
2021-01-21,21.6,21.2,1009.0,25.7,0.0,1,2021,Saison sèche
2021-01-22,19.3,26.9,1017.1,17.4,0.0,1,2021,Saison sèche
2021-01-23,15.7,22.7,1015.2,31.8,0.0,1,2021,Saison sèche
2021-01-24,18.9,29.0,1012.1,21.5,0.0,1,2021,Saison sèche
2021-01-25,28.6,13.0,1013.5,24.3,0.0,1,2021,Saison sèche
2021-01-26,24.7,25.8,1013.6,20.0,0.0,1,2021,Saison sèche
2021-01-27,22.7,22.3,1014.2,20.2,0.0,1,2021,Saison sèche
2021-01-28,22.9,24.8,1015.3,21.7,0.0,1,2021,Saison sèche
2021-01-29,17.6,35.1,1011.2,18.7,0.0,1,2021,Saison sèche
2021-01-30,20.5,36.0,1008.7,37.7,0.0,1,2021,Saison sèche
2021-01-31,24.6,26.8,1012.9,23.4,0.0,1,2021,Saison sèche
2021-02-01,24.1,30.2,1013.7,22.4,0.0,2,2021,Saison sèche
2021-02-02,22.3,23.8,1012.2,27.7,0.0,2,2021,Saison sèche
2021-02-03,24.3,10.0,1013.9,23.0,0.0,2,2021,Saison sèche
2021-02-04,22.8,21.9,1014.8,26.7,0.0,2,2021,Saison sèche
2021-02-05,20.9,28.3,1010.7,15.1,0.0,2,2021,Saison sèche
2021-02-06,21.2,31.9,1014.5,24.6,0.0,2,2021,Saison sèche
2021-02-07,24.6,29.1,1011.3,24.2,0.0,2,2021,Saison sèche
2021-02-08,24.8,31.0,1015.0,25.5,0.0,2,2021,Saison sèche
2021-02-09,23.7,33.6,1012.5,17.6,0.0,2,2021,Saison sèche
2021-02-10,22.4,19.0,1011.2,21.3,0.0,2,2021,Saison sèche
2021-02-11,20.8,22.5,1008.8,23.1,0.0,2,2021,Saison sèche
2021-02-12,22.8,18.5,1013.9,26.7,0.0,2,2021,Saison sèche
2021-02-13,18.8,18.9,1011.1,17.3,0.0,2,2021,Saison sèche
2021-02-14,24.9,23.4,1012.1,12.0,0.0,2,2021,Saison sèche
2021-02-15,24.4,15.1,1012.7,23.4,0.0,2,2021,Saison sèche
2021-02-16,26.2,14.5,1006.6,22.9,0.0,2,2021,Saison sèche
2021-02-17,27.3,34.9,1013.0,19.5,0.0,2,2021,Saison sèche
2021-02-18,24.8,17.2,1013.6,24.5,0.0,2,2021,Saison sèche
2021-02-19,25.5,47.1,1013.4,19.5,0.0,2,2021,Saison sèche
2021-02-20,22.7,10.8,1011.2,20.0,0.0,2,2021,Saison sèche
2021-02-21,21.5,26.2,1011.0,27.6,0.0,2,2021,Saison sèche
2021-02-22,22.8,24.9,1011.9,22.8,0.0,2,2021,Saison sèche
2021-02-23,24.9,18.1,1011.3,20.5,0.0,2,2021,Saison sèche
2021-02-24,19.4,18.4,1011.6,26.4,0.0,2,2021,Saison sèche
2021-02-25,23.5,26.5,1014.3,21.3,0.0,2,2021,Saison sèche
2021-02-26,23.8,24.2,1013.1,19.1,0.0,2,2021,Saison sèche
2021-02-27,16.7,23.9,1015.4,26.6,0.0,2,2021,Saison sèche
2021-02-28,25.2,34.9,1012.8,23.0,0.0,2,2021,Saison sèche
2021-03-01,23.5,22.5,1012.7,24.0,0.0,3,2021,Saison sèche
2021-03-02,24.7,21.4,1011.5,21.0,0.0,3,2021,Saison sèche
2021-03-03,21.4,10.0,1010.4,11.9,0.0,3,2021,Saison sèche
2021-03-04,23.7,23.8,1010.6,25.3,0.0,3,2021,Saison sèche
2021-03-05,25.8,27.4,1012.7,12.3,0.0,3,2021,Saison sèche
2021-03-06,27.6,24.4,1012.8,12.6,0.0,3,2021,Saison sèche
2021-03-07,21.1,31.5,1012.3,13.5,0.0,3,2021,Saison sèche
2021-03-08,22.8,34.0,1009.1,26.2,0.0,3,2021,Saison sèche
2021-03-09,22.7,30.1,1010.8,21.0,0.0,3,2021,Saison sèche
2021-03-10,23.6,23.7,1011.6,13.0,0.0,3,2021,Saison sèche
2021-03-11,26.9,20.9,1011.0,13.0,0.0,3,2021,Saison sèche
2021-03-12,18.6,23.5,1016.3,21.9,0.0,3,2021,Saison sèche
2021-03-13,25.0,22.9,1011.5,20.7,0.0,3,2021,Saison sèche
2021-03-14,22.0,33.9,1012.9,21.6,0.0,3,2021,Saison sèche
2021-03-15,26.1,25.2,1012.8,21.0,0.0,3,2021,Saison sèche
2021-03-16,24.1,20.4,1011.7,25.7,0.0,3,2021,Saison sèche
2021-03-17,21.9,13.3,1011.8,18.3,0.0,3,2021,Saison sèche
2021-03-18,25.4,27.0,1011.1,25.4,0.0,3,2021,Saison sèche
2021-03-19,21.0,18.4,1011.3,9.8,0.0,3,2021,Saison sèche
2021-03-20,24.6,38.3,1011.5,19.2,0.0,3,2021,Saison sèche
2021-03-21,21.8,20.1,1010.7,16.4,0.0,3,2021,Saison sèche
2021-03-22,28.2,29.5,1009.3,19.2,0.0,3,2021,Saison sèche
2021-03-23,26.2,34.1,1014.7,12.9,0.0,3,2021,Saison sèche
2021-03-24,23.0,14.9,1011.0,20.3,0.0,3,2021,Saison sèche
2021-03-25,27.5,24.4,1010.9,18.8,0.0,3,2021,Saison sèche
2021-03-26,22.9,41.7,1008.3,18.9,0.0,3,2021,Saison sèche
2021-03-27,30.1,25.1,1011.1,16.2,0.0,3,2021,Saison sèche
2021-03-28,24.5,36.0,1007.1,25.7,0.0,3,2021,Saison sèche
2021-03-29,21.4,22.9,1010.6,20.9,0.0,3,2021,Saison sèche
2021-03-30,21.0,28.7,1015.5,11.2,0.0,3,2021,Saison sèche
2021-03-31,25.5,19.7,1012.4,18.1,0.0,3,2021,Saison sèche
2021-04-01,26.4,48.9,1013.6,17.0,0.0,4,2021,Saison sèche
2021-04-02,25.6,48.8,1013.0,19.8,0.0,4,2021,Saison sèche
2021-04-03,24.9,49.8,1011.8,15.7,0.0,4,2021,Saison sèche
2021-04-04,26.9,44.5,1014.2,16.8,0.0,4,2021,Saison sèche
2021-04-05,29.9,43.6,1008.7,24.6,0.0,4,2021,Saison sèche
2021-04-06,23.3,53.1,1008.6,22.0,0.0,4,2021,Saison sèche
2021-04-07,25.0,50.8,1010.0,13.2,0.0,4,2021,Saison sèche
2021-04-08,27.0,50.5,1010.2,20.9,0.0,4,2021,Saison sèche
2021-04-09,32.0,45.8,1008.2,11.3,0.0,4,2021,Saison sèche
2021-04-10,27.5,52.4,1009.7,25.6,0.0,4,2021,Saison sèche
2021-04-11,24.9,47.9,1011.8,15.9,0.0,4,2021,Saison sèche
2021-04-12,21.5,46.6,1010.9,20.0,0.0,4,2021,Saison sèche
2021-04-13,29.7,54.5,1006.4,19.6,0.0,4,2021,Saison sèche
2021-04-14,28.9,41.1,1008.6,18.2,0.0,4,2021,Saison sèche
2021-04-15,25.3,36.3,1011.4,12.3,0.0,4,2021,Saison sèche
2021-04-16,23.7,39.6,1012.4,13.1,0.0,4,2021,Saison sèche
2021-04-17,30.0,43.0,1008.8,25.1,0.0,4,2021,Saison sèche
2021-04-18,28.2,38.5,1008.3,20.6,0.0,4,2021,Saison sèche
2021-04-19,29.6,33.0,1012.1,13.0,0.0,4,2021,Saison sèche
2021-04-20,33.0,69.9,1011.2,17.1,0.0,4,2021,Saison sèche
2021-04-21,27.2,59.4,1010.5,20.5,0.0,4,2021,Saison sèche
2021-04-22,30.1,40.1,1008.9,12.5,4.0,4,2021,Saison sèche
2021-04-23,29.1,51.2,1010.9,26.4,0.0,4,2021,Saison sèche
2021-04-24,25.3,41.9,1011.4,22.2,0.0,4,2021,Saison sèche
2021-04-25,24.2,42.1,1011.8,20.9,5.9,4,2021,Saison sèche
2021-04-26,28.0,39.7,1011.4,20.1,0.0,4,2021,Saison sèche
2021-04-27,22.6,53.8,1009.0,13.7,0.0,4,2021,Saison sèche
2021-04-28,30.6,49.9,1011.4,11.2,0.0,4,2021,Saison sèche
2021-04-29,27.1,46.1,1006.4,20.0,0.0,4,2021,Saison sèche
2021-04-30,24.2,53.9,1008.7,25.7,0.0,4,2021,Saison sèche
2021-05-01,29.7,46.3,1006.3,18.2,0.0,5,2021,Saison humide
2021-05-02,31.4,64.0,1010.7,19.2,0.0,5,2021,Saison humide
2021-05-03,30.0,62.1,1006.6,7.2,13.5,5,2021,Saison humide
2021-05-04,31.1,53.9,1008.0,7.4,22.4,5,2021,Saison humide
2021-05-05,26.4,52.6,1005.5,8.7,0.0,5,2021,Saison humide
2021-05-06,28.7,52.0,1008.9,12.3,0.0,5,2021,Saison humide
2021-05-07,29.6,57.8,1011.8,18.7,0.0,5,2021,Saison humide
2021-05-08,33.0,50.8,1010.1,19.7,0.0,5,2021,Saison humide
2021-05-09,33.5,62.2,1009.6,13.7,0.0,5,2021,Saison humide
2021-05-10,33.6,69.4,1008.0,11.8,0.0,5,2021,Saison humide
2021-05-11,32.4,59.5,1010.7,10.3,6.5,5,2021,Saison humide
2021-05-12,30.9,58.6,1009.0,10.2,0.0,5,2021,Saison humide
2021-05-13,29.9,47.1,1012.0,18.9,0.0,5,2021,Saison humide
2021-05-14,29.7,62.1,1009.1,10.8,0.0,5,2021,Saison humide
2021-05-15,29.0,54.5,1006.7,7.8,0.0,5,2021,Saison humide
2021-05-16,32.7,71.9,1007.3,13.2,28.6,5,2021,Saison humide
2021-05-17,32.2,63.8,1008.7,15.7,6.8,5,2021,Saison humide
2021-05-18,33.2,67.1,1007.0,12.2,11.8,5,2021,Saison humide
2021-05-19,33.7,78.9,1006.9,5.1,27.0,5,2021,Saison humide
2021-05-20,30.4,71.6,1005.8,15.5,0.0,5,2021,Saison humide
2021-05-21,36.0,53.9,1007.4,16.3,0.0,5,2021,Saison humide
2021-05-22,31.1,44.6,1008.5,8.6,0.0,5,2021,Saison humide
2021-05-23,29.8,71.5,1006.0,16.1,0.0,5,2021,Saison humide
2021-05-24,33.0,62.7,1009.6,16.8,0.0,5,2021,Saison humide
2021-05-25,28.3,53.4,1014.4,18.2,0.0,5,2021,Saison humide
2021-05-26,32.2,64.4,1009.6,10.7,0.0,5,2021,Saison humide
2021-05-27,31.2,42.2,1008.0,7.7,0.0,5,2021,Saison humide
2021-05-28,31.9,57.5,1010.3,14.4,25.9,5,2021,Saison humide
2021-05-29,36.1,51.0,1009.4,7.4,6.2,5,2021,Saison humide
2021-05-30,30.0,57.6,1010.5,16.6,0.0,5,2021,Saison humide
2021-05-31,29.2,49.9,1008.1,10.5,16.1,5,2021,Saison humide
2021-06-01,29.8,73.5,1009.4,22.4,27.9,6,2021,Saison humide
2021-06-02,37.9,81.1,1005.7,14.7,32.5,6,2021,Saison humide
2021-06-03,34.0,85.4,1005.4,12.4,0.0,6,2021,Saison humide
2021-06-04,31.0,74.7,1005.4,15.3,26.6,6,2021,Saison humide
2021-06-05,33.3,66.4,1006.8,11.7,0.0,6,2021,Saison humide
2021-06-06,39.7,69.1,1010.3,17.0,0.0,6,2021,Saison humide
2021-06-07,33.9,92.1,1008.1,13.9,51.4,6,2021,Saison humide
2021-06-08,35.9,73.0,1004.8,11.0,52.0,6,2021,Saison humide
2021-06-09,31.2,77.5,1009.9,9.7,0.0,6,2021,Saison humide
2021-06-10,35.3,60.0,1006.2,13.1,25.7,6,2021,Saison humide
2021-06-11,28.5,83.0,1006.1,6.1,0.0,6,2021,Saison humide
2021-06-12,31.7,60.4,1009.2,18.4,0.0,6,2021,Saison humide
2021-06-13,34.8,68.9,1007.0,12.0,49.2,6,2021,Saison humide
2021-06-14,31.4,78.7,1008.3,19.3,48.0,6,2021,Saison humide
2021-06-15,33.4,89.3,1008.2,7.7,39.1,6,2021,Saison humide
2021-06-16,32.1,74.2,1008.0,14.3,55.0,6,2021,Saison humide
2021-06-17,37.4,86.6,1007.8,16.7,0.0,6,2021,Saison humide
2021-06-18,37.7,76.3,1005.7,8.7,0.0,6,2021,Saison humide
2021-06-19,32.3,66.8,1007.4,16.5,0.0,6,2021,Saison humide
2021-06-20,30.9,90.2,1008.4,17.2,0.0,6,2021,Saison humide
2021-06-21,30.5,85.1,1007.7,14.8,0.0,6,2021,Saison humide
2021-06-22,34.7,70.4,1008.3,5.2,19.6,6,2021,Saison humide
2021-06-23,34.6,83.0,1006.0,14.9,9.9,6,2021,Saison humide
2021-06-24,30.7,62.3,1008.1,4.2,7.1,6,2021,Saison humide
2021-06-25,34.9,75.6,1006.7,15.7,54.6,6,2021,Saison humide
2021-06-26,34.0,80.5,1008.3,4.3,0.0,6,2021,Saison humide
2021-06-27,35.1,82.9,1005.4,10.8,6.2,6,2021,Saison humide
2021-06-28,34.0,89.5,1009.6,5.4,0.0,6,2021,Saison humide
2021-06-29,34.8,88.6,1008.2,17.5,36.0,6,2021,Saison humide
2021-06-30,33.8,86.4,1007.7,12.1,46.6,6,2021,Saison humide
2021-07-01,32.0,90.3,1008.0,5.0,56.1,7,2021,Saison humide
2021-07-02,34.9,61.2,1008.3,16.4,0.0,7,2021,Saison humide
2021-07-03,38.9,74.0,1004.9,19.4,0.0,7,2021,Saison humide
2021-07-04,38.9,78.0,1009.0,18.7,0.0,7,2021,Saison humide
2021-07-05,37.1,91.5,1008.1,7.6,30.0,7,2021,Saison humide
2021-07-06,33.2,80.7,1010.1,16.3,51.1,7,2021,Saison humide
2021-07-07,34.1,82.5,1001.9,10.5,13.5,7,2021,Saison humide
2021-07-08,35.0,76.4,1010.5,19.9,0.0,7,2021,Saison humide
2021-07-09,33.8,74.4,1007.4,8.2,53.5,7,2021,Saison humide
2021-07-10,31.2,83.0,1008.3,8.0,20.8,7,2021,Saison humide
2021-07-11,34.6,84.6,1006.9,14.3,0.0,7,2021,Saison humide
2021-07-12,32.7,76.4,1006.6,8.3,0.0,7,2021,Saison humide
2021-07-13,33.6,65.6,1006.0,10.6,0.0,7,2021,Saison humide
2021-07-14,33.8,81.8,1008.7,8.8,0.0,7,2021,Saison humide
2021-07-15,32.8,75.2,1005.5,5.5,0.0,7,2021,Saison humide
2021-07-16,35.5,73.5,1006.2,7.4,0.0,7,2021,Saison humide
2021-07-17,33.9,71.2,1008.1,3.1,0.0,7,2021,Saison humide
2021-07-18,34.5,99.0,1007.7,7.0,20.1,7,2021,Saison humide
2021-07-19,33.8,71.3,1008.8,9.3,8.1,7,2021,Saison humide
2021-07-20,38.3,75.4,1010.7,16.1,47.7,7,2021,Saison humide
2021-07-21,35.0,62.6,1006.4,16.2,15.7,7,2021,Saison humide
2021-07-22,33.9,91.6,1009.5,11.7,24.9,7,2021,Saison humide
2021-07-23,29.7,70.6,1010.1,10.6,0.0,7,2021,Saison humide
2021-07-24,38.8,91.0,1011.4,11.2,17.6,7,2021,Saison humide
2021-07-25,37.7,68.7,1007.4,6.5,0.0,7,2021,Saison humide
2021-07-26,32.5,73.7,1005.9,16.2,56.0,7,2021,Saison humide
2021-07-27,31.2,79.8,1009.4,9.4,0.0,7,2021,Saison humide
2021-07-28,36.9,79.6,1005.9,14.4,0.0,7,2021,Saison humide
2021-07-29,35.0,75.5,1005.3,7.6,5.0,7,2021,Saison humide
2021-07-30,35.3,87.8,1005.7,14.3,30.2,7,2021,Saison humide
2021-07-31,33.9,70.7,1005.1,8.7,18.1,7,2021,Saison humide
2021-08-01,27.6,61.0,1006.2,14.3,31.8,8,2021,Saison humide
2021-08-02,31.9,89.1,1006.6,13.9,0.0,8,2021,Saison humide
2021-08-03,33.5,61.0,1008.9,13.1,33.0,8,2021,Saison humide
2021-08-04,28.0,91.8,1006.8,13.4,6.4,8,2021,Saison humide
2021-08-05,31.8,80.6,1004.4,15.8,14.5,8,2021,Saison humide
2021-08-06,32.1,88.1,1006.3,13.8,0.0,8,2021,Saison humide
2021-08-07,34.9,92.8,1007.1,15.3,0.0,8,2021,Saison humide
2021-08-08,33.4,88.4,1006.0,15.7,0.0,8,2021,Saison humide
2021-08-09,33.4,80.0,1007.2,13.1,38.6,8,2021,Saison humide
2021-08-10,35.4,74.4,1005.6,16.8,20.5,8,2021,Saison humide
2021-08-11,35.4,89.8,1006.2,10.9,0.0,8,2021,Saison humide
2021-08-12,35.7,74.3,1008.7,11.0,0.0,8,2021,Saison humide
2021-08-13,34.0,68.8,1007.6,0.0,18.6,8,2021,Saison humide
2021-08-14,36.2,84.2,1008.3,19.6,54.7,8,2021,Saison humide
2021-08-15,30.8,92.0,1009.3,10.8,54.3,8,2021,Saison humide
2021-08-16,36.0,69.1,1005.8,9.0,0.0,8,2021,Saison humide
2021-08-17,36.3,75.9,1008.1,9.1,0.0,8,2021,Saison humide
2021-08-18,28.4,77.5,1004.7,21.9,0.0,8,2021,Saison humide
2021-08-19,35.5,78.8,1009.9,7.8,41.2,8,2021,Saison humide
2021-08-20,33.9,88.2,1008.9,13.4,0.0,8,2021,Saison humide
2021-08-21,32.9,78.7,1005.1,24.1,11.5,8,2021,Saison humide
2021-08-22,37.0,82.8,1007.5,10.9,0.0,8,2021,Saison humide
2021-08-23,33.8,68.1,1008.1,11.2,50.0,8,2021,Saison humide
2021-08-24,28.4,71.1,1006.6,21.4,17.5,8,2021,Saison humide
2021-08-25,34.4,65.6,1009.6,9.6,50.1,8,2021,Saison humide
2021-08-26,30.0,66.8,1006.2,17.2,0.0,8,2021,Saison humide
2021-08-27,29.4,55.3,1006.5,14.8,26.0,8,2021,Saison humide
2021-08-28,32.2,87.2,1003.7,10.1,0.0,8,2021,Saison humide
2021-08-29,33.7,81.6,1006.4,12.2,31.2,8,2021,Saison humide
2021-08-30,34.3,70.1,1007.5,14.2,0.0,8,2021,Saison humide
2021-08-31,30.8,76.3,1008.6,12.8,0.0,8,2021,Saison humide
2021-09-01,32.8,43.6,1010.8,10.3,24.6,9,2021,Saison humide
2021-09-02,27.6,54.3,1007.9,8.1,13.0,9,2021,Saison humide
2021-09-03,29.6,61.6,1006.1,10.0,5.5,9,2021,Saison humide
2021-09-04,30.8,55.8,1005.5,13.6,15.6,9,2021,Saison humide
2021-09-05,31.6,65.5,1006.0,20.5,0.0,9,2021,Saison humide
2021-09-06,29.2,74.5,1010.1,14.8,5.2,9,2021,Saison humide
2021-09-07,34.0,61.1,1004.6,6.4,0.0,9,2021,Saison humide
2021-09-08,30.9,69.8,1004.6,12.7,0.0,9,2021,Saison humide
2021-09-09,30.8,63.4,1006.8,18.4,20.5,9,2021,Saison humide
2021-09-10,30.7,64.6,1007.1,16.3,0.0,9,2021,Saison humide
2021-09-11,35.1,68.6,1007.0,13.8,0.0,9,2021,Saison humide
2021-09-12,27.8,64.6,1009.4,2.7,0.0,9,2021,Saison humide
2021-09-13,30.2,50.3,1009.3,13.3,0.0,9,2021,Saison humide
2021-09-14,33.6,73.2,1007.5,8.9,1.7,9,2021,Saison humide
2021-09-15,32.2,57.1,1008.2,15.7,0.0,9,2021,Saison humide
2021-09-16,26.2,70.5,1008.6,9.9,1.3,9,2021,Saison humide
2021-09-17,30.8,59.7,1005.0,19.5,0.0,9,2021,Saison humide
2021-09-18,33.4,51.8,1009.4,10.7,0.0,9,2021,Saison humide
2021-09-19,30.8,55.2,1009.4,14.4,0.0,9,2021,Saison humide
2021-09-20,30.7,52.8,1010.2,10.2,0.0,9,2021,Saison humide
2021-09-21,23.7,57.0,1006.4,3.8,0.0,9,2021,Saison humide
2021-09-22,34.3,62.5,1007.3,14.3,0.0,9,2021,Saison humide
2021-09-23,28.1,46.0,1007.7,12.8,0.0,9,2021,Saison humide
2021-09-24,28.6,64.9,1005.9,15.9,26.7,9,2021,Saison humide
2021-09-25,28.5,54.0,1005.6,9.5,20.5,9,2021,Saison humide
2021-09-26,33.4,64.2,1006.3,10.3,0.0,9,2021,Saison humide
2021-09-27,28.0,67.1,1010.3,21.1,0.0,9,2021,Saison humide
2021-09-28,36.7,55.1,1005.4,2.6,0.0,9,2021,Saison humide
2021-09-29,30.1,63.5,1008.9,14.1,0.0,9,2021,Saison humide
2021-09-30,28.6,54.6,1007.0,16.2,0.0,9,2021,Saison humide
2021-10-01,30.3,48.6,1012.4,6.1,18.2,10,2021,Saison humide
2021-10-02,29.8,59.3,1006.7,9.4,0.0,10,2021,Saison humide
2021-10-03,25.4,51.1,1012.7,15.5,0.0,10,2021,Saison humide
2021-10-04,28.7,37.1,1008.3,18.2,14.9,10,2021,Saison humide
2021-10-05,27.0,28.8,1007.9,21.6,0.0,10,2021,Saison humide
2021-10-06,30.5,35.0,1010.4,16.7,0.0,10,2021,Saison humide
2021-10-07,23.8,53.5,1009.7,15.9,5.2,10,2021,Saison humide
2021-10-08,28.6,30.1,1011.2,13.5,24.0,10,2021,Saison humide
2021-10-09,28.9,46.2,1008.2,8.4,20.2,10,2021,Saison humide
2021-10-10,27.4,45.4,1008.2,17.9,0.0,10,2021,Saison humide
2021-10-11,25.8,42.0,1010.5,15.2,0.0,10,2021,Saison humide
2021-10-12,30.2,50.8,1008.2,18.8,0.0,10,2021,Saison humide
2021-10-13,30.9,46.1,1010.2,14.8,0.0,10,2021,Saison humide
2021-10-14,22.6,52.0,1006.9,19.5,0.0,10,2021,Saison humide
2021-10-15,26.4,42.7,1012.8,0.0,26.3,10,2021,Saison humide
2021-10-16,31.2,47.7,1007.6,6.6,12.7,10,2021,Saison humide
2021-10-17,25.1,54.1,1010.7,7.3,0.0,10,2021,Saison humide
2021-10-18,30.8,53.5,1011.1,13.8,15.5,10,2021,Saison humide
2021-10-19,25.0,48.6,1014.2,6.9,0.0,10,2021,Saison humide
2021-10-20,27.9,37.1,1012.2,23.6,0.0,10,2021,Saison humide
2021-10-21,28.5,37.8,1006.9,13.3,19.5,10,2021,Saison humide
2021-10-22,28.0,40.3,1007.8,16.2,9.9,10,2021,Saison humide
2021-10-23,32.0,49.6,1012.8,5.3,0.0,10,2021,Saison humide
2021-10-24,29.3,59.4,1011.4,10.8,0.0,10,2021,Saison humide
2021-10-25,25.4,54.8,1008.1,20.1,0.0,10,2021,Saison humide
2021-10-26,29.7,43.9,1009.0,10.3,18.0,10,2021,Saison humide
2021-10-27,26.5,43.7,1010.2,1.4,5.7,10,2021,Saison humide
2021-10-28,25.1,31.5,1006.4,5.2,0.0,10,2021,Saison humide
2021-10-29,26.7,46.4,1010.8,12.7,0.0,10,2021,Saison humide
2021-10-30,31.6,59.5,1006.6,6.9,0.0,10,2021,Saison humide
2021-10-31,29.3,39.2,1014.3,18.0,0.0,10,2021,Saison humide
2021-11-01,27.8,20.5,1009.9,22.4,0.0,11,2021,Saison sèche
2021-11-02,21.1,18.6,1011.4,21.6,0.0,11,2021,Saison sèche
2021-11-03,26.3,36.9,1016.0,20.0,0.0,11,2021,Saison sèche
2021-11-04,25.5,24.2,1012.4,9.3,0.0,11,2021,Saison sèche
2021-11-05,24.4,41.4,1010.2,20.0,0.0,11,2021,Saison sèche
2021-11-06,23.6,23.8,1013.2,23.0,0.0,11,2021,Saison sèche
2021-11-07,23.5,24.4,1012.4,24.1,0.0,11,2021,Saison sèche
2021-11-08,25.6,36.1,1012.4,27.5,0.0,11,2021,Saison sèche
2021-11-09,26.3,24.2,1016.0,26.4,0.0,11,2021,Saison sèche
2021-11-10,21.8,27.3,1011.8,18.9,0.0,11,2021,Saison sèche
2021-11-11,26.7,15.9,1011.3,18.0,0.0,11,2021,Saison sèche
2021-11-12,23.8,15.0,1011.2,19.2,0.0,11,2021,Saison sèche
2021-11-13,27.7,22.0,1011.5,16.1,0.0,11,2021,Saison sèche
2021-11-14,29.2,40.2,1011.8,27.1,0.0,11,2021,Saison sèche
2021-11-15,25.4,14.3,1010.7,22.7,0.0,11,2021,Saison sèche
2021-11-16,23.9,23.3,1011.3,21.6,0.0,11,2021,Saison sèche
2021-11-17,23.2,14.7,1013.5,11.5,0.0,11,2021,Saison sèche
2021-11-18,27.9,36.1,1010.9,9.0,0.0,11,2021,Saison sèche
2021-11-19,22.5,20.9,1014.6,25.3,0.0,11,2021,Saison sèche
2021-11-20,24.2,23.3,1012.5,19.3,0.0,11,2021,Saison sèche
2021-11-21,27.0,24.6,1011.1,20.2,0.0,11,2021,Saison sèche
2021-11-22,25.1,25.4,1010.5,15.1,4.7,11,2021,Saison sèche
2021-11-23,26.3,20.7,1013.9,17.6,0.0,11,2021,Saison sèche
2021-11-24,26.1,28.8,1009.9,24.1,0.0,11,2021,Saison sèche
2021-11-25,26.3,10.0,1009.6,30.1,0.0,11,2021,Saison sèche
2021-11-26,23.5,15.6,1011.1,32.3,0.0,11,2021,Saison sèche
2021-11-27,28.7,39.9,1011.3,15.8,0.0,11,2021,Saison sèche
2021-11-28,26.7,18.5,1011.4,21.2,0.0,11,2021,Saison sèche
2021-11-29,27.2,16.4,1014.3,23.6,0.0,11,2021,Saison sèche
2021-11-30,22.2,24.7,1010.4,14.2,0.0,11,2021,Saison sèche
2021-12-01,18.2,24.7,1013.9,22.6,0.0,12,2021,Saison sèche
2021-12-02,22.5,14.6,1013.1,18.2,0.0,12,2021,Saison sèche
2021-12-03,17.3,34.6,1014.5,22.3,0.0,12,2021,Saison sèche
2021-12-04,23.4,33.6,1013.0,26.5,0.0,12,2021,Saison sèche
2021-12-05,22.1,35.5,1013.2,23.0,0.0,12,2021,Saison sèche
2021-12-06,19.6,27.3,1010.9,18.8,0.0,12,2021,Saison sèche
